Fecha,Año,Mes,Trimestre,Semana,Dia_Semana,Ubicacion,Producto,Descripcion,Ventas_Netas,Ventas_Brutas,Costo_Ventas,Margen_Bruto,Inventario_Total,Transacciones_Count,Precio_Promedio,Ventas_Lag_7D,Promedio_Movil_7D,Indicador_Economico_Local,Gasto_Marketing_Dia,Es_Festivo_Local,Inventario_Rotacion_Diario
27/03/2018,2018,3,1,13,1,LOC_01,Carne,Carne,533.62,579.35,321.73,211.89,2489,8,66.7,396.82,1605.63,111.47,19.41,0,0.13
27/03/2018,2018,3,1,13,1,LOC_01,Pollo,Pollo,247.79,283.94,102.92,144.87,2295,10,24.78,273.6,497.89,108.33,8.85,0,0.04
27/03/2018,2018,3,1,13,1,LOC_02,Carne,Carne,435.62,495.94,275.52,160.1,2104,18,24.2,519.56,327.6,110.02,18.17,0,0.13
27/03/2018,2018,3,1,13,1,LOC_02,Pollo,Pollo,333.88,361.33,172.62,161.26,1923,16,20.87,368.61,549.28,108.54,11.85,0,0.09
27/03/2018,2018,3,1,13,1,LOC_03,Carne,Carne,533.67,595.36,310.06,223.61,4526,17,31.39,675.5,365.22,109.86,18.53,0,0.07
27/03/2018,2018,3,1,13,1,LOC_03,Pollo,Pollo,379.65,429.39,192.56,187.09,2698,21,18.08,369.45,632.15,109.25,4.51,0,0.07
27/03/2018,2018,3,1,13,1,LOC_04,Carne,Carne,708.37,774.27,396.51,311.86,3860,20,35.42,596.9,390.5,109.47,8.93,0,0.1
27/03/2018,2018,3,1,13,1,LOC_04,Pollo,Pollo,405.64,466.13,170.42,235.22,4408,21,19.32,516.25,739,110.35,7.78,0,0.04
27/03/2018,2018,3,1,13,1,LOC_05,Carne,Carne,757.05,867.33,454.7,302.35,4914,24,31.54,758.5,486.9,109.63,33.14,0,0.09
27/03/2018,2018,3,1,13,1,LOC_05,Pollo,Pollo,532.47,599.92,283.04,249.43,4984,15,35.5,471.52,824.22,109.4,18.25,0,0.06
27/03/2018,2018,3,1,13,1,LOC_06,Carne,Carne,801.51,910.01,486.49,315.02,7183,20,40.08,860.73,537.65,110.03,8.32,0,0.07
27/03/2018,2018,3,1,13,1,LOC_06,Pollo,Pollo,540.76,594.22,257.35,283.41,5733,21,25.75,616.15,899.34,109.95,5.81,0,0.04
27/03/2018,2018,3,1,13,1,LOC_07,Carne,Carne,916.06,993.13,595.25,320.81,7293,23,39.83,880.16,573.1,110.13,27.07,0,0.08
27/03/2018,2018,3,1,13,1,LOC_07,Pollo,Pollo,576.18,633.19,299,277.18,5861,17,33.89,614.46,980.41,108.63,27.04,0,0.05
27/03/2018,2018,3,1,13,1,LOC_08,Carne,Carne,955.06,1050.95,632.88,322.18,6502,14,68.22,1035.38,646.15,109.98,24.4,0,0.1
27/03/2018,2018,3,1,13,1,LOC_08,Pollo,Pollo,626.72,691.97,278.86,347.86,3836,18,34.82,681.84,1063.7,111.65,23.63,0,0.07
27/03/2018,2018,3,1,13,1,LOC_09,Carne,Carne,1211.44,1341.15,731.33,480.11,5814,17,71.26,995.2,706.73,108.55,33.97,0,0.13
27/03/2018,2018,3,1,13,1,LOC_09,Pollo,Pollo,578,652.32,380.02,197.98,4352,26,22.23,674.78,1152.29,109.32,9.24,0,0.09
27/03/2018,2018,3,1,13,1,LOC_10,Carne,Carne,1145.21,1288.54,742.47,402.74,8397,20,57.26,1144.8,757.71,108.97,19.29,0,0.09
27/03/2018,2018,3,1,13,1,LOC_10,Pollo,Pollo,684.77,779.89,347.09,337.68,4033,17,40.28,756.11,1234.78,110.8,11.19,0,0.09
27/03/2018,2018,3,1,13,1,LOC_11,Carne,Carne,1249.32,1436.64,724.75,524.57,6992,20,62.47,1270.49,785.43,109.36,48.56,0,0.1
27/03/2018,2018,3,1,13,1,LOC_11,Pollo,Pollo,829.33,919.58,532.47,296.86,7591,20,41.47,882.94,1318.54,108.1,12.65,0,0.07
27/03/2018,2018,3,1,13,1,LOC_12,Carne,Carne,1278.81,1421.84,794.99,483.82,10158,27,47.36,1227.9,892.64,109.53,44.69,0,0.08
27/03/2018,2018,3,1,13,1,LOC_12,Pollo,Pollo,855.49,928.14,489.68,365.81,9086,28,30.55,782.87,1413.64,110.47,37.04,0,0.05
27/03/2018,2018,3,1,13,1,LOC_13,Carne,Carne,1326.68,1475.76,829.28,497.4,8404,15,88.45,1376.78,943.42,108.59,15.44,0,0.1
27/03/2018,2018,3,1,13,1,LOC_13,Pollo,Pollo,965.17,1043.43,452.66,512.51,8784,18,53.62,902.51,1467.36,107.84,48.05,0,0.05
27/03/2018,2018,3,1,13,1,LOC_14,Carne,Carne,1481.62,1660.13,882.73,598.89,6979,21,70.55,1428.09,998.72,111.37,36.02,0,0.13
27/03/2018,2018,3,1,13,1,LOC_14,Pollo,Pollo,988.46,1119.06,478.8,509.66,5926,30,32.95,979.97,1546.93,109.83,11.69,0,0.08
27/03/2018,2018,3,1,13,1,LOC_15,Carne,Carne,1495.86,1632.23,931.74,564.12,12863,26,57.53,1567.24,1048.19,107.98,37.77,0,0.07
27/03/2018,2018,3,1,13,1,LOC_15,Pollo,Pollo,1006.09,1101.61,543.78,462.31,9010,31,32.45,991.4,1617.52,108.81,17.16,0,0.06
27/03/2018,2018,3,1,13,1,LOC_16,Carne,Carne,1697.21,1863.98,1071.33,625.88,8210,25,67.89,1556.26,1085.92,110.07,20.05,0,0.13
27/03/2018,2018,3,1,13,1,LOC_16,Pollo,Pollo,1138.75,1235.45,508.29,630.46,8143,28,40.67,1095.72,1726.81,108.98,25.88,0,0.06
27/03/2018,2018,3,1,13,1,LOC_17,Carne,Carne,1671.37,1890.22,979.99,691.38,9095,17,98.32,1675.57,1121,108.7,32.9,0,0.11
27/03/2018,2018,3,1,13,1,LOC_17,Pollo,Pollo,1014.88,1164.55,427.37,587.51,8372,31,32.74,1097.5,1786.78,109.8,20.58,0,0.05
27/03/2018,2018,3,1,13,1,LOC_18,Carne,Carne,1748.19,1921.82,1138.3,609.89,12612,19,92.01,1620.32,1172.09,109.29,56.24,0,0.09
27/03/2018,2018,3,1,13,1,LOC_18,Pollo,Pollo,1118.84,1281.72,541.79,577.05,8432,27,41.44,1155.52,1864.33,109.22,11.31,0,0.06
27/03/2018,2018,3,1,13,1,LOC_19,Carne,Carne,1727.91,1919.14,1137.55,590.36,8730,22,78.54,1721.52,1253.57,108.64,38.66,0,0.13
27/03/2018,2018,3,1,13,1,LOC_19,Pollo,Pollo,1224.83,1392.69,597.96,626.87,7345,33,37.12,1121.87,1918.89,109.57,23.5,0,0.08
27/03/2018,2018,3,1,13,1,LOC_20,Carne,Carne,1901.27,2099.43,1108.22,793.05,11778,26,73.13,1865.17,1329.11,108.64,58.74,0,0.09
27/03/2018,2018,3,1,13,1,LOC_20,Pollo,Pollo,1289.39,1455.12,628.32,661.07,9709,27,47.76,1203.48,2052.83,109.36,53.81,0,0.06
27/03/2018,2018,3,1,13,1,LOC_21,Carne,Carne,1914.85,2108.98,1078.94,835.91,14893,23,83.25,1963.54,1346.45,110.18,68.31,0,0.07
27/03/2018,2018,3,1,13,1,LOC_21,Pollo,Pollo,1390.07,1510.64,858.35,531.72,12442,26,53.46,1287.32,2148.15,110.02,16.51,0,0.07
27/03/2018,2018,3,1,13,1,LOC_22,Carne,Carne,1976.45,2176.3,1205.16,771.29,17492,21,94.12,2043.63,1400.07,109.82,52.52,0,0.07
27/03/2018,2018,3,1,13,1,LOC_22,Pollo,Pollo,1300.54,1420.37,733.56,566.98,12108,26,50.02,1401.74,2192.54,109.53,37.98,0,0.06
27/03/2018,2018,3,1,13,1,LOC_23,Carne,Carne,2104.22,2418.27,1172.06,932.16,17504,25,84.17,2120.9,1467.61,107.98,36.2,0,0.07
27/03/2018,2018,3,1,13,1,LOC_23,Pollo,Pollo,1478.41,1671.41,617.67,860.74,9402,23,64.28,1291.91,2264.26,110.5,29.98,0,0.07
27/03/2018,2018,3,1,13,1,LOC_24,Carne,Carne,2206.95,2503.74,1432.2,774.75,16466,28,78.82,2265.97,1530.64,110.55,42.72,0,0.09
27/03/2018,2018,3,1,13,1,LOC_24,Pollo,Pollo,1435.03,1594.62,725.32,709.71,9289,31,46.29,1430.45,2345.59,110.44,26.73,0,0.08
27/03/2018,2018,3,1,13,1,LOC_25,Carne,Carne,2257.82,2532.33,1285.16,972.66,19919,26,86.84,2239.76,1574.78,110.58,109.56,0,0.06
27/03/2018,2018,3,1,13,1,LOC_25,Pollo,Pollo,1444.14,1604.32,613.59,830.55,14425,24,60.17,1491.03,2442.3,109.78,68.29,0,0.04
28/03/2018,2018,3,1,13,2,LOC_01,Carne,Carne,426.06,474.9,277.55,148.51,2273,20,21.3,450.39,1598.93,108.81,10.69,0,0.12
28/03/2018,2018,3,1,13,2,LOC_01,Pollo,Pollo,327.34,368.39,171.79,155.55,2099,21,15.59,292.03,494.42,108.51,10.34,0,0.08
28/03/2018,2018,3,1,13,2,LOC_02,Carne,Carne,557.26,609.03,328.83,228.43,3836,10,55.73,517.67,332.65,107.8,16.89,0,0.09
28/03/2018,2018,3,1,13,2,LOC_02,Pollo,Pollo,377.34,413.54,187.12,190.22,3172,20,18.87,340.69,554.93,108.01,4.85,0,0.06
28/03/2018,2018,3,1,13,2,LOC_03,Carne,Carne,587.49,638.63,372.64,214.85,3653,22,26.7,586.59,370.45,110.6,27.06,0,0.1
28/03/2018,2018,3,1,13,2,LOC_03,Pollo,Pollo,406.02,459.83,163.39,242.63,2678,19,21.37,368.31,632.28,110.21,10.03,0,0.06
28/03/2018,2018,3,1,13,2,LOC_04,Carne,Carne,643.27,728.4,400.79,242.48,3743,9,71.47,660.47,395.88,108.93,23.11,0,0.11
28/03/2018,2018,3,1,13,2,LOC_04,Pollo,Pollo,511.87,587.57,205.2,306.67,3080,23,22.26,449.1,736.55,110.31,25.03,0,0.07
28/03/2018,2018,3,1,13,2,LOC_05,Carne,Carne,774.83,863.16,442.7,332.13,4782,18,43.05,745.67,495.86,110.02,36.63,0,0.09
28/03/2018,2018,3,1,13,2,LOC_05,Pollo,Pollo,572.32,623.86,239.67,332.65,4599,13,44.02,420.67,828.38,108.83,17.35,0,0.05
28/03/2018,2018,3,1,13,2,LOC_06,Carne,Carne,791.99,902.62,513.15,278.84,4360,13,60.92,886.77,559.31,108.9,36.13,0,0.12
28/03/2018,2018,3,1,13,2,LOC_06,Pollo,Pollo,544.82,600.92,286.78,258.04,3957,22,24.76,552.72,885.8,109.24,7.2,0,0.07
28/03/2018,2018,3,1,13,2,LOC_07,Carne,Carne,964.27,1065.74,590.78,373.49,6124,17,56.72,917.73,571.97,107.92,33.75,0,0.1
28/03/2018,2018,3,1,13,2,LOC_07,Pollo,Pollo,638.39,715.83,341.59,296.8,6011,16,39.9,602.31,987.06,109.23,30.88,0,0.06
28/03/2018,2018,3,1,13,2,LOC_08,Carne,Carne,1035.61,1129.59,639.37,396.24,9239,11,94.15,973.84,651.3,109.55,48.21,0,0.07
28/03/2018,2018,3,1,13,2,LOC_08,Pollo,Pollo,678.33,738.58,277.75,400.58,5743,26,26.09,588.9,1072.53,110.08,14.63,0,0.05
28/03/2018,2018,3,1,13,2,LOC_09,Carne,Carne,1064.3,1199.03,613.85,450.45,4989,14,76.02,1057.72,719.51,109.8,36.73,0,0.12
28/03/2018,2018,3,1,13,2,LOC_09,Pollo,Pollo,746.59,815.33,470.03,276.56,7376,28,26.66,829.15,1153.23,109.25,28.5,0,0.06
28/03/2018,2018,3,1,13,2,LOC_10,Carne,Carne,1085.17,1189.6,607.3,477.87,7635,23,47.18,1073.54,745.92,110.8,11.76,0,0.08
28/03/2018,2018,3,1,13,2,LOC_10,Pollo,Pollo,829.76,914.4,380.92,448.84,7968,16,51.86,739.33,1236.44,110.59,25.37,0,0.05
28/03/2018,2018,3,1,13,2,LOC_11,Carne,Carne,1098.82,1259.19,632.92,465.9,9145,13,84.52,1237.26,798.35,111.08,30.8,0,0.07
28/03/2018,2018,3,1,13,2,LOC_11,Pollo,Pollo,764.16,849.01,471.9,292.26,6576,25,30.57,818.41,1298.76,111.4,23.23,0,0.07
28/03/2018,2018,3,1,13,2,LOC_12,Carne,Carne,1294.67,1428.15,742.48,552.19,7603,17,76.16,1295.22,884.89,108.17,39.76,0,0.1
28/03/2018,2018,3,1,13,2,LOC_12,Pollo,Pollo,817.14,908.55,452.28,364.86,4828,22,37.14,899.9,1413.56,109.65,19.04,0,0.09
28/03/2018,2018,3,1,13,2,LOC_13,Carne,Carne,1369.58,1507.39,831.65,537.93,8005,22,62.25,1317.4,931.6,110.2,67.57,0,0.1
28/03/2018,2018,3,1,13,2,LOC_13,Pollo,Pollo,955.23,1078.83,401.04,554.19,6346,30,31.84,894,1474.81,108.49,35.09,0,0.06
28/03/2018,2018,3,1,13,2,LOC_14,Carne,Carne,1451.03,1624.07,949.49,501.54,11819,22,65.96,1440.97,1007.46,108.46,65.56,0,0.08
28/03/2018,2018,3,1,13,2,LOC_14,Pollo,Pollo,919.12,1049.03,529.06,390.06,7524,19,48.37,957.34,1548.37,108.49,31.52,0,0.07
28/03/2018,2018,3,1,13,2,LOC_15,Carne,Carne,1524.7,1695.46,906.95,617.75,13411,27,56.47,1447.36,1042.73,110.66,27.26,0,0.07
28/03/2018,2018,3,1,13,2,LOC_15,Pollo,Pollo,1063.1,1207.92,522.24,540.86,6936,22,48.32,1014.41,1628.56,110.02,49.91,0,0.08
28/03/2018,2018,3,1,13,2,LOC_16,Carne,Carne,1616.15,1856.73,914.59,701.56,13130,23,70.27,1651.57,1092.87,110.26,54.27,0,0.07
28/03/2018,2018,3,1,13,2,LOC_16,Pollo,Pollo,996.82,1103.59,576.61,420.21,5752,25,39.87,976.27,1721.75,111.52,39.33,0,0.1
28/03/2018,2018,3,1,13,2,LOC_17,Carne,Carne,1720.85,1860.5,1101.63,619.22,13942,25,68.83,1618.85,1123.94,110.95,36.98,0,0.08
28/03/2018,2018,3,1,13,2,LOC_17,Pollo,Pollo,1155.45,1296.11,609.63,545.82,12198,26,44.44,1118.88,1801.36,109.54,25.86,0,0.05
28/03/2018,2018,3,1,13,2,LOC_18,Carne,Carne,1763.79,2013.66,1081.7,682.09,13970,20,88.19,1753.84,1177.31,110.61,45.9,0,0.08
28/03/2018,2018,3,1,13,2,LOC_18,Pollo,Pollo,1131.3,1253.01,556.42,574.88,7754,32,35.35,1147.33,1865.75,108.92,55.06,0,0.07
28/03/2018,2018,3,1,13,2,LOC_19,Carne,Carne,1814.81,2017.79,1114.47,700.34,12921,23,78.9,1753.21,1251.28,109.34,78.38,0,0.09
28/03/2018,2018,3,1,13,2,LOC_19,Pollo,Pollo,1169.78,1307.6,585.63,584.15,6873,26,44.99,1185.57,1927.69,107.11,52.75,0,0.09
28/03/2018,2018,3,1,13,2,LOC_20,Carne,Carne,1904.33,2182.73,1065.82,838.51,15093,18,105.8,1913.96,1326.86,110.31,31.11,0,0.07
28/03/2018,2018,3,1,13,2,LOC_20,Pollo,Pollo,1313.29,1422.95,646.3,666.99,13707,22,59.7,1244.48,2051.45,112.31,30.16,0,0.05
28/03/2018,2018,3,1,13,2,LOC_21,Carne,Carne,1989.63,2168.71,1315.99,673.64,15468,32,62.18,2003.43,1356.28,109.25,93.69,0,0.09
28/03/2018,2018,3,1,13,2,LOC_21,Pollo,Pollo,1413.58,1529.98,664.37,749.21,8297,23,61.46,1305.86,2146.18,109.94,55.76,0,0.08
28/03/2018,2018,3,1,13,2,LOC_22,Carne,Carne,1993.3,2163.48,1196.77,796.53,10201,31,64.3,1952.35,1415.46,111.32,54.87,0,0.12
28/03/2018,2018,3,1,13,2,LOC_22,Pollo,Pollo,1321.97,1485.12,783.58,538.39,7829,29,45.59,1381.25,2198.39,112.26,56.22,0,0.1
28/03/2018,2018,3,1,13,2,LOC_23,Carne,Carne,2038.51,2231.23,1142.26,896.25,13698,32,63.7,2029.69,1459.14,109.62,29.44,0,0.08
28/03/2018,2018,3,1,13,2,LOC_23,Pollo,Pollo,1403.28,1523.79,589.83,813.45,11849,30,46.78,1289.52,2265.52,110.03,26.99,0,0.05
28/03/2018,2018,3,1,13,2,LOC_24,Carne,Carne,2252.95,2524.51,1454.48,798.47,19800,27,83.44,2162.56,1546.89,110.38,83.4,0,0.07
28/03/2018,2018,3,1,13,2,LOC_24,Pollo,Pollo,1476.58,1673.3,787.26,689.32,13618,23,64.2,1480.26,2358.5,109.68,29.96,0,0.06
28/03/2018,2018,3,1,13,2,LOC_25,Carne,Carne,2247.4,2503.75,1281.42,965.98,11679,31,72.5,2231.6,1574.26,109.58,42.34,0,0.11
28/03/2018,2018,3,1,13,2,LOC_25,Pollo,Pollo,1446.52,1629.71,767.5,679.02,14742,27,53.57,1558.86,2444.55,108.31,43.24,0,0.05
29/03/2018,2018,3,1,13,3,LOC_01,Carne,Carne,417.99,471.58,270.84,147.15,2089,7,59.71,378.09,1582.88,110.52,19.95,0,0.13
29/03/2018,2018,3,1,13,3,LOC_01,Pollo,Pollo,318.44,345.13,160.7,157.74,2825,11,28.95,313.72,500.12,108.62,13.32,0,0.06
29/03/2018,2018,3,1,13,3,LOC_02,Carne,Carne,534.99,592.46,304.78,230.21,2756,19,28.16,543.76,333.32,110.92,21.05,0,0.11
29/03/2018,2018,3,1,13,3,LOC_02,Pollo,Pollo,307.52,336.39,172.49,135.03,2069,21,14.64,254.62,553.68,110.18,14.45,0,0.08
29/03/2018,2018,3,1,13,3,LOC_03,Carne,Carne,524.94,594.67,314.02,210.92,4559,15,35,690.66,378.01,110.32,18.05,0,0.07
29/03/2018,2018,3,1,13,3,LOC_03,Pollo,Pollo,564.78,641.51,245.05,319.73,3459,26,21.72,334.17,608.6,109.46,8.5,0,0.07
29/03/2018,2018,3,1,13,3,LOC_04,Carne,Carne,762.86,869.28,427.57,335.29,6804,14,54.49,709.84,428.83,110.97,28.79,0,0.06
29/03/2018,2018,3,1,13,3,LOC_04,Pollo,Pollo,484.52,525.41,309.78,174.74,3364,12,40.38,513.13,744.12,111.35,6.11,0,0.09
29/03/2018,2018,3,1,13,3,LOC_05,Carne,Carne,772.7,838.94,480.8,291.9,4188,17,45.45,747.77,491.78,110.18,12.66,0,0.11
29/03/2018,2018,3,1,13,3,LOC_05,Pollo,Pollo,522.43,586.49,232.52,289.91,5351,16,32.65,573.71,831.94,107.94,25.47,0,0.04
29/03/2018,2018,3,1,13,3,LOC_06,Carne,Carne,859.98,971.5,481.59,378.39,7135,19,45.26,878.17,551.98,111.11,28.37,0,0.07
29/03/2018,2018,3,1,13,3,LOC_06,Pollo,Pollo,487.8,534.55,197.23,290.57,2685,16,30.49,529.6,883.2,109.42,13.56,0,0.07
29/03/2018,2018,3,1,13,3,LOC_07,Carne,Carne,980.79,1088.75,568.92,411.87,5459,21,46.7,918.53,566,109.37,38.32,0,0.1
29/03/2018,2018,3,1,13,3,LOC_07,Pollo,Pollo,637.82,690.48,310.78,327.04,5330,18,35.43,595.39,995.95,109.35,28.43,0,0.06
29/03/2018,2018,3,1,13,3,LOC_08,Carne,Carne,1054.93,1151.86,680.67,374.26,4789,21,50.23,963.35,657.36,109.39,33.4,0,0.14
29/03/2018,2018,3,1,13,3,LOC_08,Pollo,Pollo,696.08,753.44,458.13,237.95,7134,18,38.67,704.6,1085.61,109.82,30.02,0,0.06
29/03/2018,2018,3,1,13,3,LOC_09,Carne,Carne,1109.02,1260.96,725.77,383.25,7744,18,61.61,1059.27,718.29,110.69,30.22,0,0.09
29/03/2018,2018,3,1,13,3,LOC_09,Pollo,Pollo,709.58,790.87,379.53,330.05,7011,15,47.31,632.61,1160.33,109.85,13.06,0,0.05
29/03/2018,2018,3,1,13,3,LOC_10,Carne,Carne,1188.53,1350.67,783.33,405.2,8323,12,99.04,1173.33,756.91,108.74,22.68,0,0.09
29/03/2018,2018,3,1,13,3,LOC_10,Pollo,Pollo,707.52,795.58,410.79,296.73,4094,21,33.69,669.5,1238.62,109.29,19,0,0.1
29/03/2018,2018,3,1,13,3,LOC_11,Carne,Carne,1219.92,1356.35,709.46,510.46,9232,16,76.24,1187.35,803.78,110.84,17.7,0,0.08
29/03/2018,2018,3,1,13,3,LOC_11,Pollo,Pollo,879.66,1000.71,507.89,371.77,8038,15,58.64,817.64,1303.42,111.01,39.45,0,0.06
29/03/2018,2018,3,1,13,3,LOC_12,Carne,Carne,1252.98,1393.83,750.19,502.79,9545,16,78.31,1284.32,893.75,109.45,40.2,0,0.08
29/03/2018,2018,3,1,13,3,LOC_12,Pollo,Pollo,829.89,915.51,428.5,401.39,8226,26,31.92,883.6,1409.09,110.97,35.15,0,0.05
29/03/2018,2018,3,1,13,3,LOC_13,Carne,Carne,1400.38,1568.54,902.55,497.83,7367,23,60.89,1355.72,923.93,109.31,24.61,0,0.12
29/03/2018,2018,3,1,13,3,LOC_13,Pollo,Pollo,1010.5,1120.2,476.31,534.19,9441,24,42.1,910.7,1481.19,109.21,16.82,0,0.05
29/03/2018,2018,3,1,13,3,LOC_14,Carne,Carne,1458.38,1625.33,903.69,554.69,12842,22,66.29,1466.57,1021.72,109.24,30.64,0,0.07
29/03/2018,2018,3,1,13,3,LOC_14,Pollo,Pollo,946.36,1085.88,486.11,460.25,9332,16,59.15,964.7,1547.2,108.78,30.64,0,0.05
29/03/2018,2018,3,1,13,3,LOC_15,Carne,Carne,1515.23,1724.9,946,569.23,8527,23,65.88,1532.87,1040.11,108.19,21.53,0,0.11
29/03/2018,2018,3,1,13,3,LOC_15,Pollo,Pollo,946.53,1025.89,383.27,563.26,9211,24,39.44,1004.38,1626.04,109.42,10.14,0,0.04
29/03/2018,2018,3,1,13,3,LOC_16,Carne,Carne,1622.81,1792.33,903.64,719.17,9376,17,95.46,1628.31,1084.61,109.39,30.65,0,0.1
29/03/2018,2018,3,1,13,3,LOC_16,Pollo,Pollo,1106.34,1258.67,625.03,481.31,10582,29,38.15,1035.48,1720.97,108.97,54.72,0,0.06
29/03/2018,2018,3,1,13,3,LOC_17,Carne,Carne,1691.89,1927.81,1051.45,640.44,7777,23,73.56,1622.79,1134.06,108.15,73.07,0,0.14
29/03/2018,2018,3,1,13,3,LOC_17,Pollo,Pollo,1033,1116.59,593.5,439.5,6319,19,54.37,1071.94,1811.23,108.94,51.63,0,0.09
29/03/2018,2018,3,1,13,3,LOC_18,Carne,Carne,1657.13,1905.19,1008.35,648.78,9697,29,57.14,1655.36,1171.75,110.55,43.58,0,0.1
29/03/2018,2018,3,1,13,3,LOC_18,Pollo,Pollo,1289.36,1446.72,607.58,681.78,12859,25,51.57,1197.47,1866,109.48,13.99,0,0.05
29/03/2018,2018,3,1,13,3,LOC_19,Carne,Carne,1716.9,1917.21,954.51,762.39,12929,20,85.84,1858.89,1264.41,109.74,41.34,0,0.07
29/03/2018,2018,3,1,13,3,LOC_19,Pollo,Pollo,1244.45,1349.34,682.25,562.2,13065,33,37.71,1245.26,1907.41,110.88,53.36,0,0.05
29/03/2018,2018,3,1,13,3,LOC_20,Carne,Carne,1929.22,2153.32,1133.4,795.82,14535,26,74.2,1911.56,1326.74,111.4,73.15,0,0.08
29/03/2018,2018,3,1,13,3,LOC_20,Pollo,Pollo,1229.47,1364.53,747.5,481.97,10577,33,37.26,1233.07,2053.97,109.68,51.44,0,0.07
29/03/2018,2018,3,1,13,3,LOC_21,Carne,Carne,2022.76,2325.92,1316.73,706.03,10021,29,69.75,1991.64,1355.77,110.44,74.17,0,0.13
29/03/2018,2018,3,1,13,3,LOC_21,Pollo,Pollo,1341.01,1527.34,673.45,667.56,11510,30,44.7,1268.86,2150.62,110.33,24.9,0,0.06
29/03/2018,2018,3,1,13,3,LOC_22,Carne,Carne,1957.31,2162.25,1265.99,691.32,9262,22,88.97,2050.86,1425.77,110.23,38.06,0,0.14
29/03/2018,2018,3,1,13,3,LOC_22,Pollo,Pollo,1361.1,1515.36,682.34,678.76,8579,34,40.03,1293.61,2185.03,108.67,22.07,0,0.08
29/03/2018,2018,3,1,13,3,LOC_23,Carne,Carne,2031.94,2323.35,1151.39,880.55,15684,27,75.26,2130.16,1468.78,110.79,43.91,0,0.07
29/03/2018,2018,3,1,13,3,LOC_23,Pollo,Pollo,1479.99,1670.53,675.11,804.88,11121,26,56.92,1381.45,2251.49,111.31,26.48,0,0.06
29/03/2018,2018,3,1,13,3,LOC_24,Carne,Carne,2199.73,2471.63,1296.56,903.17,17206,27,81.47,2118.31,1560.97,110.8,91.6,0,0.08
29/03/2018,2018,3,1,13,3,LOC_24,Pollo,Pollo,1432.23,1576.99,783.59,648.64,13392,29,49.39,1450.85,2370.13,110.59,41.36,0,0.06
29/03/2018,2018,3,1,13,3,LOC_25,Carne,Carne,2264.71,2548.84,1334.47,930.24,20148,27,83.88,2267.42,1571.6,110.59,22.97,0,0.07
29/03/2018,2018,3,1,13,3,LOC_25,Pollo,Pollo,1510.51,1707.06,677.12,833.39,15442,24,62.94,1473.8,2444.17,108.5,70.96,0,0.04
30/03/2018,2018,3,1,13,4,LOC_01,Carne,Carne,519.96,566.86,342.61,177.35,4420,19,27.37,553.22,1588.13,108.54,20.87,0,0.08
30/03/2018,2018,3,1,13,4,LOC_01,Pollo,Pollo,315.09,344.06,184.64,130.45,2706,17,18.53,386.11,495.37,109.3,10.49,0,0.07
30/03/2018,2018,3,1,13,4,LOC_02,Carne,Carne,575.59,643.41,319.93,255.66,4479,16,35.97,443.2,323.18,110.79,9.42,0,0.07
30/03/2018,2018,3,1,13,4,LOC_02,Pollo,Pollo,419.11,481.18,204.18,214.93,3910,10,41.91,332.45,572.59,108.69,6.45,0,0.05
30/03/2018,2018,3,1,13,4,LOC_03,Carne,Carne,685.59,762.36,430.84,254.75,4801,15,45.71,568.55,390.39,111.02,25.73,0,0.09
30/03/2018,2018,3,1,13,4,LOC_03,Pollo,Pollo,444.21,502.15,240.45,203.76,4718,12,37.02,374.4,625.32,110.18,20.41,0,0.05
30/03/2018,2018,3,1,13,4,LOC_04,Carne,Carne,811.75,919.22,458.9,352.85,7120,14,57.98,674.67,438.8,109.59,35.68,0,0.06
30/03/2018,2018,3,1,13,4,LOC_04,Pollo,Pollo,367.25,412.06,185.22,182.03,3869,21,17.49,439.55,763.7,110.7,11.77,0,0.05
30/03/2018,2018,3,1,13,4,LOC_05,Carne,Carne,743.28,812.42,442.52,300.76,5095,23,32.32,747.61,481.45,111.64,24.23,0,0.09
30/03/2018,2018,3,1,13,4,LOC_05,Pollo,Pollo,488.36,554.7,206.61,281.75,3449,25,19.53,449.3,831.33,110.05,6.4,0,0.06
30/03/2018,2018,3,1,13,4,LOC_06,Carne,Carne,794.9,911.55,498.66,296.24,6490,10,79.49,898.65,557.56,112.58,11.39,0,0.08
30/03/2018,2018,3,1,13,4,LOC_06,Pollo,Pollo,543.09,602.49,243.75,299.34,3340,19,28.58,387.53,868.38,109.23,17.63,0,0.07
30/03/2018,2018,3,1,13,4,LOC_07,Carne,Carne,875.51,1003.28,518.32,357.19,6156,14,62.54,901.21,588.23,111.39,32.5,0,0.08
30/03/2018,2018,3,1,13,4,LOC_07,Pollo,Pollo,550.57,625.48,229.29,321.28,5994,20,27.53,580.55,992.28,109.89,5.6,0,0.04
30/03/2018,2018,3,1,13,4,LOC_08,Carne,Carne,853.58,932.94,484.6,368.98,7432,10,85.36,1005.26,653.08,110.37,36.92,0,0.07
30/03/2018,2018,3,1,13,4,LOC_08,Pollo,Pollo,647.98,720.3,419.55,228.43,5843,14,46.28,688.86,1063.94,109.94,19.41,0,0.07
30/03/2018,2018,3,1,13,4,LOC_09,Carne,Carne,1062.18,1215.4,630.22,431.96,7769,18,59.01,951.53,712.45,111.47,29.69,0,0.08
30/03/2018,2018,3,1,13,4,LOC_09,Pollo,Pollo,658.65,719.98,289.73,368.92,4569,20,32.93,611.9,1176.14,109.48,28.86,0,0.06
